,auroc,auprc,accuracy,f_measure,f_beta_measure,g_beta_measure,challenge_metric
CNN,0.8207746544237038,0.34264593407516036,0.009587727708533078,0.34244570458316376,0.4651575264825387,0.18713689933572938,0.5004446566884067
