,auroc,auprc,accuracy,f_measure,f_beta_measure,g_beta_measure,challenge_metric
CNN,0.7983687671235723,0.2950261141945733,0.009587727708533078,0.32966258846854046,0.4479222678904509,0.18170501391554952,0.478102365263276
